scenario,checkpoint,checkpoint_millions,n_chains,exact_p,p_over_p0,empirical_sd,aggregate_obm_sd,empirical_relative_sd,aggregate_obm_relative_sd,obm_over_empirical_sd_ratio,mean_obm_mcse,median_obm_mcse,relative_bias,relative_rmse,beta_used,sigma_t
gwas_additive_score_near_v52_n140,500000,0.5,30,4.4779212913685263e-08,0.8955842582737054,9.76504284786415e-09,8.553897038158333e-09,0.21807089076547373,0.19102383631991265,0.8759712754388248,8.438693817893568e-09,8.445530054430409e-09,0.018479956753173488,0.215200507482839,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,750000,0.75,30,4.4779212913685263e-08,0.8955842582737054,8.652466111336545e-09,6.687158617722542e-09,0.1932250602085105,0.14933622506077673,0.7728615786152531,6.6132037579929104e-09,6.577446343772426e-09,0.006304389411740274,0.19008192555321493,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,1000000,1.0,30,4.4779212913685263e-08,0.8955842582737054,6.142977295970078e-09,5.7642302433524e-09,0.1371836818081428,0.12872558198964584,0.9383447090279589,5.735443818339165e-09,5.746926789233774e-09,-0.0014468057094711995,0.13488566905365004,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,1250000,1.25,30,4.4779212913685263e-08,0.8955842582737054,5.66857322516916e-09,5.125664949962218e-09,0.12658938950301984,0.1144652756590934,0.9042248809989147,5.104828405733362e-09,5.089429664373495e-09,0.0003875603759477819,0.12446228861239066,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,1500000,1.5,30,4.4779212913685263e-08,0.8955842582737054,4.638887450248046e-09,4.7404137940095896e-09,0.10359466253213945,0.10586192756775413,1.0218859252030603,4.722484583042337e-09,4.59158722385101e-09,0.008260759392021866,0.102187894492005,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,1750000,1.75,30,4.4779212913685263e-08,0.8955842582737054,4.33266630045521e-09,4.321013825519498e-09,0.09675619597885063,0.0964959753501814,0.9973105533342164,4.306412777661453e-09,4.245701002619975e-09,-0.0035591244499781904,0.09519648161463179,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,2000000,2.0,30,4.4779212913685263e-08,0.8955842582737054,3.4921493447466706e-09,4.043172584729118e-09,0.07798594744123813,0.09029128297816638,1.1577891394625965,4.032845307171689e-09,3.936129618870034e-09,0.0022066430433922424,0.0767069119346594,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,2250000,2.25,30,4.4779212913685263e-08,0.8955842582737054,3.633187077207844e-09,3.809754061695366e-09,0.08113557253029524,0.08507862943100196,1.0485983740268108,3.799553400886737e-09,3.807520968125493e-09,0.006995115422300691,0.08007796241952474,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,2500000,2.5,30,4.4779212913685263e-08,0.8955842582737054,3.0655187418636687e-09,3.6474737881664625e-09,0.06845852221147004,0.08145462036586477,1.1898390110474408,3.6349086913347394e-09,3.5956721555757566e-09,0.002729771211972265,0.06736320908925066,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,2750000,2.75,30,4.4779212913685263e-08,0.8955842582737054,3.1085350512632832e-09,3.4988339319349884e-09,0.06941915341958285,0.07813522624167624,1.1255571754010272,3.4872024099480426e-09,3.4478133581845234e-09,0.011994447107944284,0.0692982803601008,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,3000000,3.0,30,4.4779212913685263e-08,0.8955842582737054,3.046027057397666e-09,3.342791513877646e-09,0.06802323799815495,0.07465051965788425,1.0974267302581076,3.3339574359654895e-09,3.313258125224426e-09,0.015346466707349293,0.06861804610471137,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,3250000,3.25,30,4.4779212913685263e-08,0.8955842582737054,2.878013714969505e-09,3.2056934545111186e-09,0.06427119923963506,0.07158887452287947,1.1138562119552253,3.1976717642765016e-09,3.220945500007293e-09,0.016740215868439323,0.06537070427415827,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,3500000,3.5,30,4.4779212913685263e-08,0.8955842582737054,2.961904521500822e-09,3.112452836574002e-09,0.06614463115307719,0.06950664458023079,1.0508282133945681,3.1042201440393898e-09,3.1004848441841844e-09,0.019063987169803287,0.06776954155696466,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,3750000,3.75,30,4.4779212913685263e-08,0.8955842582737054,2.936384717455382e-09,3.010216447613981e-09,0.0655747282364129,0.06722352296402265,1.0251437523563263,3.003376968824717e-09,3.022502725668605e-09,0.020653471704803472,0.06769989692728151,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,4000000,4.0,30,4.4779212913685263e-08,0.8955842582737054,3.08865470005805e-09,2.903540401088817e-09,0.06897518958208634,0.06484125584533101,0.9400663664456393,2.8968599232717792e-09,2.9074529587732517e-09,0.013980431328192378,0.06924191898995076,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,4250000,4.25,30,4.4779212913685263e-08,0.8955842582737054,2.7526947655892e-09,2.800947351002112e-09,0.0614726027207131,0.06255016934757458,1.0175292175565944,2.7945915647371214e-09,2.797484687456983e-09,0.009187713230357275,0.0611337244365712,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,4500000,4.5,30,4.4779212913685263e-08,0.8955842582737054,2.7558819605537844e-09,2.7340688680675166e-09,0.06154377849083501,0.06105665308002634,0.9920848959431178,2.7279288794515756e-09,2.7416179227583824e-09,0.012066146377626152,0.06170068073885118,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,4750000,4.75,30,4.4779212913685263e-08,0.8955842582737054,2.846141979102683e-09,2.656393640120357e-09,0.06355944631248432,0.0593220261651477,0.9333313867068048,2.650426060152591e-09,2.6730231904325024e-09,0.011400663318900994,0.06352258049288871,2.54638671875,3.736227933878197
gwas_additive_score_near_v52_n140,5000000,5.0,30,4.4779212913685263e-08,0.8955842582737054,2.7120883817976125e-09,2.5868582635429903e-09,0.06056578946631627,0.057769176705479874,0.9538252075060999,2.581449221848359e-09,2.605973837337817e-09,0.012016939666910087,0.06074823342435868,2.54638671875,3.736227933878197
gwas_additive_score_near_v56_n140,250000,0.25,30,3.8826790844419235e-08,0.7765358168883847,1.2699495385154256e-08,1.2255679272965566e-08,0.3270807375258421,0.31565007064515443,0.9650524608475773,1.1702266462107533e-08,1.118909994382692e-08,-0.05581830961467127,0.3263915321409853,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,500000,0.5,30,3.8826790844419235e-08,0.7765358168883847,7.979588178111567e-09,7.84216679825027e-09,0.20551758217891739,0.20197823790470346,0.9827783869550748,7.673371454281325e-09,7.3439846637695516e-09,-0.060121644664039686,0.21081786654745732,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,750000,0.75,30,3.8826790844419235e-08,0.7765358168883847,7.333259561270244e-09,6.4268234170442635e-09,0.18887112227881409,0.16552548581202203,0.8763938277852297,6.350258467721133e-09,6.258158467688651e-09,0.005298501871132677,0.18577216761015408,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,1000000,1.0,30,3.8826790844419235e-08,0.7765358168883847,5.8654804184950265e-09,5.480186921883206e-09,0.15106786553640966,0.14114447273900568,0.9343116899006408,5.437407040930339e-09,5.461537406604621e-09,0.0055533702875438795,0.14863251075281758,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,1250000,1.25,30,3.8826790844419235e-08,0.7765358168883847,4.892521480569881e-09,4.849762452740274e-09,0.12600890710165677,0.12490763071749861,0.9912603290553921,4.8201253493185865e-09,4.6987603171199505e-09,-0.013042689192256263,0.12457560591071312,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,1500000,1.5,30,3.8826790844419235e-08,0.7765358168883847,4.091623286602442e-09,4.456738559996924e-09,0.10538144403944605,0.11478513838177572,1.0892348214436092,4.4385357180574365e-09,4.3893576716009386e-09,-0.0025260185248493494,0.10364098879866729,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,1750000,1.75,30,3.8826790844419235e-08,0.7765358168883847,3.983175046916954e-09,4.165517199730676e-09,0.10258831493124741,0.10728461222618417,1.0457780917649746,4.144483909095687e-09,4.06305338377338e-09,0.013281107266370995,0.10173464548506848,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,2000000,2.0,30,3.8826790844419235e-08,0.7765358168883847,3.753790410354185e-09,3.877716496660219e-09,0.09668041907959374,0.09987218650643599,1.0330135870037405,3.8586409463641836e-09,3.786196942860748e-09,0.008258701561449255,0.09541351827933027,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,2250000,2.25,30,3.8826790844419235e-08,0.7765358168883847,3.5310787202150077e-09,3.673152547002003e-09,0.09094438771322114,0.09460355767543335,1.0402352476521237,3.6563043996949677e-09,3.5337123298759337e-09,0.009735340520630853,0.08994421858222779,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,2500000,2.5,30,3.8826790844419235e-08,0.7765358168883847,3.298635100893163e-09,3.463249088874021e-09,0.08495770649989971,0.08919740760320424,1.0499036671065212,3.451115649730821e-09,3.4078427966730086e-09,0.013331908037093276,0.08458698443520633,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,2750000,2.75,30,3.8826790844419235e-08,0.7765358168883847,3.37671664806741e-09,3.2607887213754214e-09,0.08696872892735512,0.08398295739767817,0.9656684469636097,3.2510683276683535e-09,3.155130500039035e-09,0.01120496446734176,0.08623799846691425,2.5146484375,3.3218491124545766
gwas_additive_score_near_v56_n140,3000000,3.0,30,3.8826790844419235e-08,0.7765358168883847,3.380038120862433e-09,3.1727265478596286e-09,0.08705427482807951,0.08171487982545074,0.9386659068360128,3.155503761851923e-09,3.0706836862996597e-09,0.0016363923867428465,0.08560671500350556,2.5146484375,3.3218491124545766
